   6
TEST11 - MGO BULK                        E -8.2393496781395E+02 DE-1.4E-09(  8)
 MG  1.481590493650E+00  1.481590493650E+00  2.096443052148E+00 -1.434625353048E-15 -1.552986684595E-15 -4.405809832519E-05
 O   0.000000000000E+00  0.000000000000E+00  2.112657518282E+00  1.287446411447E-15  1.407040586815E-15  2.286041686261E-05
 MG  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  1.742998615035E-15  1.624637706780E-15  3.552713678801E-15
 O   1.481590493650E+00  1.481590493650E+00  0.000000000000E+00 -1.448640647174E-15 -1.332745595878E-15 -3.552713678801E-15
 MG  1.481590493650E+00  1.481590493650E+00 -2.096443052148E+00 -1.433703865860E-15 -1.550655565266E-15  4.405809833941E-05
 O   0.000000000000E+00  0.000000000000E+00 -2.112657518282E+00  1.279965416457E-15  1.405116127959E-15 -2.286041687682E-05
   6
TEST11 - MGO BULK                        E -8.2393496781395E+02 DE-1.4E-09(  8)
 MG  1.481590493650E+00  1.481590493650E+00  2.096443052148E+00 -1.448925670620E-15 -1.390193705769E-15 -4.405809836783E-05
 O   0.000000000000E+00  0.000000000000E+00  2.112657518282E+00  1.297410881609E-15  1.246952876106E-15  2.286042030164E-05
 MG  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  1.594866068195E-15  1.528664420734E-15  3.552713678801E-15
 O   1.481590493650E+00  1.481590493650E+00  0.000000000000E+00 -1.263928280518E-15 -1.268244172232E-15  0.000000000000E+00
 MG  1.481590493650E+00  1.481590493650E+00 -2.096443052148E+00 -1.442874080711E-15 -1.399276314604E-15  4.405809836783E-05
 O   0.000000000000E+00  0.000000000000E+00 -2.112657518282E+00  1.302834725961E-15  1.243878769184E-15 -2.286042030164E-05
